ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
13,Chương 3. Marketing Điện tử,3,1,Một khả năng mạnh mẽ của Marketing điện tử dùng để đánh giá hiệu quả ngay lập tức là:,Khả năng mở rộng phạm vi in ấn lên mức độ đa quốc gia,Khả năng vận chuyển các món hàng vật lý đi siêu tốc,Khả năng đo lường hiệu ứng chiến dịch qua dấu chân số,Khả năng giao hàng tận nơi không tốn khoản cước nào phí,C,Khả năng đo lường hiệu ứng chiến dịch qua dấu chân số,"Đáp án chính xác là C. Marketer có thể biết chính xác có bao nhiêu lượt hiển thị, lượng click chuột và tỷ lệ chốt đơn (Conversion Rate) nhờ khả năng ghi nhận dữ liệu đo lường tuyệt đối của môi trường mạng."
14,Chương 3. Marketing Điện tử,3,1,Nguyên tắc Cảm nhận và Phản hồi (Sense and respond) trong Marketing số cho phép doanh nghiệp làm gì?,Tặng quà xin lỗi cho mọi khách phàn nàn sau một tháng,Quan sát hành vi và chỉnh sửa quảng cáo ngay tức thì,Chuyển hoàn tiền ngay nếu có bình luận phản ánh xấu,Gửi lại voucher giảm giá khi hàng bị hỏng lúc đi xe,B,Quan sát hành vi và chỉnh sửa quảng cáo ngay tức thì,"Đáp án chính xác là B. Vì dữ liệu được liên tục đổ về theo thời gian thực (Real-time), doanh nghiệp có thể lập tức tắt quảng cáo kém hiệu quả hoặc đổi thông điệp ngay trong ngày mà không cần đợi tổng kết."
15,Chương 3. Marketing Điện tử,3,1,Một startup với ngân sách 20 triệu/tháng nên ưu tiên áp dụng chiến lược nào?,Chạy quảng cáo trên TV ở những khung giờ vàng,Thuê KOL nổi tiếng lên sóng cùng sản phẩm mới,Tiếp thị đẩy nhằm ép doanh số trong tuần đầu,Tạo nội dung hữu ích và áp dụng chiến lược Kéo,D,Tạo nội dung hữu ích và áp dụng chiến lược Kéo,"Đáp án chính xác là D. Với ngân sách nhỏ, việc cạnh tranh quảng cáo trực diện (Push) là không thể. Startup bắt buộc phải dùng Content Marketing giá rẻ để lôi kéo (Pull) sự chú ý từ tệp khách hàng tự nhiên."
1,Chương 3. Marketing Điện tử,3,1,Thông điệp cốt lõi được nhấn mạnh về sự trung thành của khách hàng trên Internet trong Tiết học là gì?,Khách mua online có xu hướng trung thành với một nhãn,Sự trung thành trên hệ thống mạng rất khó để đứt gãy,Đối thủ chỉ cách một cú click lòng trung thành rất mỏng,Khách chỉ nán lại nếu bạn gọi điện tư vấn thêm kỹ,C,Đối thủ chỉ cách một cú click lòng trung thành rất mỏng,"Đáp án chính xác là C. Trên không gian trực tuyến, rào cản chuyển đổi thương hiệu cực kỳ thấp; khách hàng dễ dàng rời bỏ một website để sang thẳng web đối thủ chốt đơn chỉ bằng một cú nhấp chuột ngắn ngủi."
2,Chương 3. Marketing Điện tử,3,1,Quyết định mua hàng của khách trực tuyến KHÔNG CHỈ phụ thuộc vào bản thân sản phẩm mà còn vào:,Phương thức thanh toán truyền thống và giá bán,Đặc điểm môi trường người bán và hệ thống mạng,Khoảng cách địa lý từ kho hàng đến nơi giao tận,Thái độ tích cực khi xem hàng ở cửa hàng thật,B,Đặc điểm môi trường người bán và hệ thống mạng,"Đáp án chính xác là B. Mô hình Hành vi Người tiêu dùng trực tuyến chỉ ra sự chồng chéo của 5 nhóm yếu tố: Sản phẩm, Đặc điểm khách hàng, Môi trường xã hội, Độ uy tín Của người bán, và Sự mượt mà của Hệ thống TMĐT."
3,Chương 3. Marketing Điện tử,3,1,Phương án nào thể hiện đúng yếu tố Môi trường trong Mô hình Hành vi Người tiêu dùng trực tuyến?,Tính năng vượt trội và hình dáng bền đẹp của thiết bị,Sự bàn tán sôi nổi trong hội nhóm về chất lượng của nó,Tốc độ truy cập nhanh của giao diện trang web mua hàng,Cơ chế bảo vệ mã khóa an toàn cho thẻ tín dụng quốc tế,B,Sự bàn tán sôi nổi trong hội nhóm về chất lượng của nó,"Đáp án chính xác là B. Yếu tố Môi trường (Environmental Factors) liên quan đến các tác động ngoại cảnh từ cộng đồng mạng, review của bạn bè hoặc những dòng trạng thái thảo luận sôi nổi trên MXH khiến người mua bị lung lay."
4,Chương 3. Marketing Điện tử,3,1,Trong 5 nhóm yếu tố tác động đến hành vi mua hàng Kinh nghiệm trong quá khứ thuộc yếu tố:,Đặc điểm của sản phẩm,Hệ thống thanh toán mạng,Đặc điểm của người dùng,Nền tảng chăm sóc khách,C,Đặc điểm của người dùng,"Đáp án chính xác là C. Những trải nghiệm tốt (như hoàn tiền nhanh) hoặc tồi tệ (như bị lừa đảo) đã in sâu trong não bộ người dùng cấu thành nên ""kinh nghiệm"" — một trụ cột thuộc nhóm Đặc điểm người tiêu dùng."
5,Chương 3. Marketing Điện tử,3,1,Việc khách hàng từng bị lừa khi mua hàng online bộc lộ sức mạnh của yếu tố nào trong hành vi?,Ảnh hưởng lan tỏa từ mạng xã hội lên cảm xúc,Rào cản tâm lý cực lớn do trải nghiệm tồi tệ,Cơ chế xây dựng uy tín của các shop ảo lớn,Sự thiếu sót bảo mật thông tin trên đám mây,B,Rào cản tâm lý cực lớn do trải nghiệm tồi tệ,"Đáp án chính xác là B. Trải nghiệm tiêu cực bị lừa đồ giả trong quá khứ tạo ra một vòng lặp tâm lý e dè, khiến khách hàng cảnh giác hơn, ưu tiên lựa chọn kiểm hàng kỹ và ngần ngại thanh toán trước trong tương lai."
6,Chương 3. Marketing Điện tử,3,1,Khi khách hàng chọn mua một shop trên Shopee Mall dù giá cao hơn minh họa cho yếu tố gì?,Giá trị nội tại đặc trưng của sản phẩm,Thu nhập bình quân đầu người tiêu dùng,Đánh giá tiêu cực chung của môi trường,Độ uy tín lớn của người bán và sàn giao,D,Độ uy tín lớn của người bán và sàn giao,"Đáp án chính xác là D. Shopee Mall bảo chứng cho chất lượng và quy trình đổi trả minh bạch; khách hàng mua sự ""an tâm"" (Yếu tố Người bán) chứ không còn đơn thuần mua sản phẩm hay bị chi phối bởi giá cả nữa."
7,Chương 3. Marketing Điện tử,3,1,Nhóm yếu tố nào doanh nghiệp có thể kiểm soát 100% trong mô hình hành vi người tiêu dùng TMĐT?,Quá khứ mua sắm đầy rủi ro của khách,Lời hứa bảo lãnh của tệp bạn bè khách,Hệ thống Thương mại điện tử của doanh nghiệp,Biến động đột ngột của nguồn cung thị trường,C,Hệ thống Thương mại điện tử của doanh nghiệp,"Đáp án chính xác là C. Doanh nghiệp không thể kiểm soát review của mạng xã hội hay tính cách người mua, nhưng họ làm chủ hoàn toàn giao diện Website, tốc độ app và hệ thống thanh toán (Yếu tố năng lực EC Systems)."
8,Chương 3. Marketing Điện tử,3,1,Nhóm Động viên (tìm kiếm) và Duy trì (bảo mật) thuộc yếu tố hành vi nào?,Nhóm truyền thông quảng cáo,Nhóm dịch vụ khách hàng,Nhóm thiết kế sản phẩm,Nhóm hệ thống TMĐT,D,Nhóm hệ thống TMĐT,"Đáp án chính xác là D. Trong cột EC Systems, ""nhóm động viên"" (thanh toán 1 chạm, tìm kiếm thông minh) thúc đẩy khách sớm chốt đơn; ""nhóm duy trì"" (mã hóa SSL, chống sập web) bảo vệ khách cảm thấy an toàn tuyệt đối."
9,Chương 3. Marketing Điện tử,3,1,Quá trình Ra quyết định (The Attitude-Behavior Process) diễn ra theo trình tự nào?,Đánh giá -> Thái độ -> Quyết định -> So sánh,Nhận thức -> Thái độ -> Ý định -> Mua hàng,Ý định -> Khảo sát -> Quyết định -> Thanh toán,So sánh -> Xem xét -> Mua hàng -> Phân vân,B,Nhận thức -> Thái độ -> Ý định -> Mua hàng,"Đáp án chính xác là B. Bộ não khách hàng lọc dần thông tin như chiếc phễu: đầu tiên là chú ý có nhu cầu (Nhận thức), tạo ấn tượng thiện cảm (Thái độ), suy tính trong đầu (Ý định) và cuối cùng bấm mã chốt đơn (Mua)."
10,Chương 3. Marketing Điện tử,3,1,Bước cuối cùng nhưng giá trị nhất của phễu mua hàng trực tuyến là gì?,Khảo sát dịch vụ sau mua,Tạo lập mức độ nhận diện,Lòng trung thành bền chặt,Tham khảo thêm đánh giá,C,Lòng trung thành bền chặt,"Đáp án chính xác là C. Sau khi hành vi mua diễn ra, lòng trung thành (Loyalty) được đảm bảo bằng dịch vụ sau bán tốt sẽ giúp doanh nghiệp biến người mua thành dòng tiền lặp đi lặp lại không mất phí quảng cáo."
11,Chương 3. Marketing Điện tử,3,1,Thế hệ Khách hàng Xã hội (The Social Customer) có đặc điểm nổi bật nhất là gì?,Giữ kín thông tin mua sắm chờ mã giảm giá riêng,Rất tin vào mọi đoạn quảng cáo chạy trên báo đài,Thích bình luận review chia sẻ mạnh trên mạng xã hội,Ít khi lên mạng dò giá mà mua theo truyền thống cũ,C,Thích bình luận review chia sẻ mạnh trên mạng xã hội,"Đáp án chính xác là C. ""Khách hàng xã hội"" không còn thu mình im lặng; họ đòi hỏi quyền lập ngôn, sẵn sàng tung hê món đồ trên Facebook hoặc bóc phốt không ngần ngại trên các phiên chợ review đông người."
12,Chương 3. Marketing Điện tử,3,1,Khách hàng Xã hội thường tin tưởng vào nguồn thông tin nào nhất?,Nhận xét khách quan từ khách từng mua,Video quảng cáo trên đài truyền hình,Tờ rơi giới thiệu siêu thị và hội chợ,Bài báo viết theo kịch bản có trả tiền,A,Nhận xét khách quan từ khách từng mua,"Đáp án chính xác là A. Tâm lý kháng cự nội dung hãng tự pr khiến Khách hàng Xã hội nghiêng niềm tin chốt đơn 100% vào phần Rating/Comment từ ""người thật việc thật"" từng hứng chịu trải nghiệm dịch vụ."
13,Chương 3. Marketing Điện tử,3,1,Sự xuất hiện của Khách hàng Xã hội đòi hỏi doanh nghiệp quản trị giao tiếp theo hình thức nào?,Tránh né những bình luận khiếu nại,Tắt tính năng bình luận toàn hệ thống,Tương tác hai chiều phản hồi linh hoạt,Dùng nick ảo bóp méo thông tin diễn đàn,C,Tương tác hai chiều phản hồi linh hoạt,"Đáp án chính xác là C. Kỷ nguyên của độc thoại TVC đã hết; doanh nghiệp buộc phải triển khai mô hình Social CRM, đối mặt thẳng thắn, phản hồi khôn khéo và tạo màn ""đối thoại"" win-win làm công cụ gỡ rối truyền thông."
14,Chương 3. Marketing Điện tử,3,1,Trong hệ thống TMĐT nguyên nhân phổ biến khiến khách thoát giỏ hàng là gì?,Giá giao hàng bằng không nhưng chậm,Cảm giác chán nản do thiết kế xấu,Quá trình đăng ký thanh toán rườm rà,Số lượng ảnh áo quần quá ít ỏi,C,Quá trình đăng ký thanh toán rườm rà,"Đáp án chính xác là C. Một trong những lỗi tử huyệt của trải nghiệm UX/UI là bắt khách đang nôn nao mua sắm phải dừng lại tạo nick, xác minh mail hàng chục bước, khiến họ lập tức ""bỏ giỏ"" đi tìm web bán linh hoạt hơn."
15,Chương 3. Marketing Điện tử,3,1,Để khắc phục rơi rớt giỏ hàng do khâu thanh toán doanh nghiệp nên làm gì?,Yêu cầu mở mã xác nhận bằng thẻ căn cước,Sắp xếp nút Mua ngay không cần dùng nick,Cho phép truy thu thông tin bù vào ban đêm,Phạt vi phạm đối với giỏ hàng treo quá lâu,B,Sắp xếp nút Mua ngay không cần dùng nick,"Đáp án chính xác là B. Bổ sung tính năng ""Guest Checkout"" (Mua không cần đăng nhập) gỡ bỏ rào cản thao tác, đẩy tốc độ ra đơn xuống tính bằng giây cho những ai không muốn trao quá nhiều dữ liệu cá nhân cho hệ thống."
1,Chương 3. Marketing Điện tử,3,1,Câu Trên Internet mọi cú click chuột đều để lại dấu vết mang ý nghĩa cốt lõi gì cho Marketing?,Thông cá nhân dễ bị bên khác mã hóa,Ai nắm được nguồn dữ liệu người đó làm chủ thị trường,Rủi ro khi thanh toán qua thẻ tín dụng sẽ tăng cao độ,Khách hàng không thể giấu khoản dư nợ nào khác,B,Ai nắm được nguồn dữ liệu người đó làm chủ thị trường,"Đáp án chính xác là B. Dữ liệu số (Digital Footprint) ghi lại toàn bộ lịch sử lướt web, mua sắm, sở thích; doanh nghiệp phân tích được luồng dữ liệu này sẽ nắm trọn tâm lý và nhu cầu dự báo trước của đám đông."
2,Chương 3. Marketing Điện tử,3,1,Ưu điểm nổi bật của Nghiên cứu thị trường điện tử so với truyền thống là:,Cần chuyên gia điền phiếu đảm bảo chất lượng cực tốt,Giao lưu trực tiếp kết nối người dùng rất thân thiết,Thu thập nhanh tối ưu chi phí và xử lý nguồn mẫu lớn,Chỉ nhắm vào sinh viên trường lớn phân loại rất dễ,C,Thu thập nhanh tối ưu chi phí và xử lý nguồn mẫu lớn,"Đáp án chính xác là C. Thay vì đội nắng mưa phát giấy rườm rà, biểu mẫu online Google Form gửi đi trong 1 bài đăng có thể lấy về hàng vạn mẫu trả lời ngay lập tức, tiết kiệm tài nguyên tuyệt đối."
3,Chương 3. Marketing Điện tử,3,1,Nhóm tập trung trực tuyến và khảo sát online thuộc về phương pháp nào?,Thu thập theo cách loại trừ ngẫu nhiên,Thu thập dữ liệu theo phương pháp chủ động,Phương pháp trích xuất dữ liệu thụ động,Trích xuất lịch sử tìm kiếm tự động,B,Thu thập dữ liệu theo phương pháp chủ động,"Đáp án chính xác là B. Bất cứ khi nào doanh nghiệp chủ động tung câu hỏi, ép đối tượng suy nghĩ trả lời (như bảng hỏi hay phỏng vấn online qua zoom), đó được phân loại là Thu thập Chủ động (Active Marketing Research)."
4,Chương 3. Marketing Điện tử,3,1,Lắng nghe mạng xã hội (Social Media Research) khác với Khảo sát biểu mẫu như thế nào?,Khảo sát mất phí cao còn Lắng nghe không tốn phí,Bạn quan sát người dùng thảo luận nhiên trong cộng đồng lạ,Lắng nghe cần gặp trực tiếp còn Khảo sát gửi email,Khảo sát thu thập hành vi ngầm còn Lắng nghe xin ý kiến,B,Bạn quan sát người dùng thảo luận nhiên trong cộng đồng lạ,"Đáp án chính xác là B. Khảo sát thường khiến người dùng ""cảnh giác"" và bóp méo câu trả lời; Lắng nghe MXH (Social Listening) lượm nhặt ý kiến thầm kín và chân thực nhất khi cộng đồng mạng tự do than phiền với nhau."
5,Chương 3. Marketing Điện tử,3,1,Xiaomi từng áp dụng chiến lược nào để phát triển sản phẩm rất thành công?,Giấu kín tuyệt mật mẫu thiết kế dự án,Chạy Ads với quy mô ngân sách rất khủng,Gửi bản vẽ cho khách điền ý kiến qua mail,Cùng khách hàng thảo luận phát triển,D,Cùng khách hàng thảo luận phát triển,"Đáp án chính xác là D. Diễn đàn miUI của Xiaomi là biểu tượng của Co-creation (đồng sáng tạo); hãng thảo luận thiết kế cùng cộng đồng Fan (Mi-fan), đưa R&D và nhu cầu thị trường lại gần nhau."
6,Chương 3. Marketing Điện tử,3,1,Mục đích cốt lõi của việc thu thập dữ liệu Thụ động (Passive) là gì?,Yêu cầu khách trả lời ngẫu nhiên liên tục,Lặng lẽ quan sát để tránh hiện tượng báo sai lệch,Xóa sổ các thao tác bất hợp lý trên máy chủ trang,Giúp khách giảm phiền toái khi điền quá chậm vòng,B,Lặng lẽ quan sát để tránh hiện tượng báo sai lệch,Đáp án chính xác là B. Con người thường có khuynh hướng nói dối khi biết mình bị theo dõi; phương pháp thụ động gỡ bỏ màng lọc ấy (như đo lường lượt bấm nhấp chuột) để bức tranh sự thật được ghi bản đồ rõ nét nhất.
7,Chương 3. Marketing Điện tử,3,1,Hiện tượng khách điền thông tin sai sự thật trong khảo sát được gọi là gì?,Sai lệch thuật toán mẫu nhỏ xíu,Sự cố hệ thống ghi nhận trang web,Sai lệch dữ liệu vì người trả lời ảo,Khảo sát lỗi do nhiễu loạn báo cáo,C,Sai lệch dữ liệu vì người trả lời ảo,"Đáp án chính xác là C. Trả lời ngẫu nhiên cho xong để lấy quà tặng thẻ cào, giấu nhẹm tuổi tác và mức thu nhập... tạo ra những ""Respondent bias"" cực lớn phá hỏng toàn bộ công trình phân tích số liệu."
8,Chương 3. Marketing Điện tử,3,1,Tệp văn bản nhỏ giúp website nhận diện khách ở lần truy cập kế tiếp là khái niệm của:,Công nghệ định vị đám mây,Trình lưu trang web cá nhân,Công nghệ lưu dấu Cookies,Giải pháp Local File ẩn,C,Công nghệ lưu dấu Cookies,"Đáp án chính xác là C. Giống như tờ giấy note lễ tân cài lên áo khách, Cookies là chuỗi ký tự trình duyệt ghi nhớ; nhờ đó web nhận ra một ""khách quen"", không bắt bạn thao tác đăng nhập lại từ đầu trăm lần."
9,Chương 3. Marketing Điện tử,3,1,Ứng dụng phổ biến nhất của Cookies mang lại lợi ích gì cho người mua sắm?,Hệ thống mã hóa thông tin thanh toán hoàn hảo,Ghi nhớ các món hàng đã bỏ vào giỏ hôm trước,Tăng tốc độ giảm tiêu tốn dung lượng băng thông,Giấu vị trí duyệt web của khách hàng cực kỳ tốt,B,Ghi nhớ các món hàng đã bỏ vào giỏ hôm trước,"Đáp án chính xác là B. Cookie lưu hộ người mua những món hàng chưa kịp bấm Mua Ngay; bạn tắt laptop đi ngủ hằng đêm, sáng mai mở ra giỏ hàng ảo vẫn nguyên vẹn như phép thần thông của Cookies."
10,Chương 3. Marketing Điện tử,3,1,Công cụ Web Bugs trong Email Marketing có chức năng gì?,Tạo hiệu ứng hình ảnh sống động rực rỡ,Ngân chặn tự động các email lừa đảo rác,Báo hiệu khách đã xem email hay chưa mở,Gửi lại email ưu đãi khi đường truyền lỗi,C,Báo hiệu khách đã xem email hay chưa mở,"Đáp án chính xác là C. Web bugs (hay pixel ảnh ẩn) hoạt động như những điệp viên mini; khi email mở ra kéo luôn bức ảnh đó về, máy chủ hãng rùng mình báo ping cho biết thư đã được người nhận đọc."
11,Chương 3. Marketing Điện tử,3,1,Việc phân tích Clickstream (Dòng nhấp chuột) giúp doanh nghiệp làm gì?,Ngắt kết nối các thiết bị nghi lừa đảo đánh cắp,Bơm thêm dữ liệu vào bộ đệm cache đẩy tốc độ,Theo dõi chuỗi hành vi để đẩy mạnh gợi ý mua chéo,Truy vết IP của các bình luận thô tục chống phá,C,Theo dõi chuỗi hành vi để đẩy mạnh gợi ý mua chéo,"Đáp án chính xác là C. Lần theo vết chân chuột ảo này, hãng nén thông minh thuật toán gợi ý (Cross-sell/Up-sell) ngay mục ""Mọi người cũng mua"" khiến kích thích sự gia tăng chốt đơn thêm tấp nập."
12,Chương 3. Marketing Điện tử,3,1,Hạn chế Sai lệch mẫu (Sampling bias) khi khảo sát trực tuyến là do đâu?,Dễ bị nhầm lẫn đối tượng do người dùng ẩn danh hoặc giả mạo,Thiếu nhân lực thống kê lượng phiếu trả về trong ngày nghỉ lễ,Giá trị ngân sách của cuộc khảo sát bị đội lên rất bất ngờ,Khảo sát chưa kịp phát hành thì khách đã không có mặt ở đó,A,Dễ bị nhầm lẫn đối tượng do người dùng ẩn danh hoặc giả mạo,Đáp án chính xác là A. Dám chạy mẫu theo đối tượng cao cấp nhưng lại chạy trúng các anh hùng bàn phím (học sinh) rảnh rỗi tick bừa; khảo sát đổ sông đổ biển do không kiểm định độ xác tín của người điền mạng.
13,Chương 3. Marketing Điện tử,3,1,Chuyện phát hiện tệp khách hay mua bỉm kèm bia là nhờ phương pháp nào?,Bỏ phiếu đánh giá trên giấy ở siêu thị,Điện thoại phỏng vấn từng cá nhân nhỏ,Công nghệ khai phá dữ liệu Web Mining,Cân đo trọng lượng các mặt hàng tại quầy,C,Công nghệ khai phá dữ liệu Web Mining,"Đáp án chính xác là C. Bằng AI và Web Mining (Đào dữ liệu quy mô lớn), siêu thị bóc tách hàng vạn hóa đơn để ""bắt kèo"" quy luật tâm lý cực dị, từ đó bày kệ rinh lời gấp đôi do khách tiện tay bốc cả hai món."
14,Chương 3. Marketing Điện tử,3,1,Khi bắt đầu thu thập Cookies luật riêng tư đòi hỏi các doanh nghiệp phải làm gì?,Được nền tảng tự động phê duyệt luôn từ xa,Nhận thỏa thuận xin phép (Opt-in) rõ ràng,Chủ động đồng bộ với hồ sơ hành chính,Cấm khách hàng sử dụng mạng ảo ẩn danh,B,Nhận thỏa thuận xin phép (Opt-in) rõ ràng,"Đáp án chính xác là B. Quyền riêng tư kỹ thuật số (như luật GDPR) thắt chặt chuyện ăn cắp vị trí mạng, buộc trang web phải bật Pop-up ""Tôi đồng ý chia sẻ Cookies"" trước lúc lưu trữ dữ kiện trình duyệt."
15,Chương 3. Marketing Điện tử,3,1,Xu hướng tương lai của nghiên cứu thị trường điện tử mở rộng sang công nghệ nào?,Thiết bị in mã hóa văn bản tốc độ,Dịch vụ gọi điện khách hàng robot,Sinh trắc học phân tích theo cử chỉ,Báo chí online tích hợp mã vạch,C,Sinh trắc học phân tích theo cử chỉ,Đáp án chính xác là C. Neuromarketing (Tiếp thị nơ-ron thần kinh) - Máy móc đọc mống mắt giãn nở hay điện tâm đồ - bóc trần sự thật xúc cảm tâm can mạnh mẽ hơn hàng tỷ lời nói dối diễn xuất mà não bộ tự nghĩ ra.
1,Chương 3. Marketing Điện tử,3,1,Ý nghĩa của câu nói Website không có công cụ dẫn đường giống như cửa hàng giữa sa mạc là gì?,Trải nghiệm lướt web vô cùng khô khan và chán ngắt như hè,Làm web rất đẹp nhưng thiếu quảng bá thì không ai tới xem,Chỉ có những thương hiệu lớn mới được hiển thị trang tìm,Nên từ bỏ thiết kế web để chạy thẳng vào các hội chợ phiên,B,Làm web rất đẹp nhưng thiếu quảng bá thì không ai tới xem,"Đáp án chính xác là B. Trang web đẹp trị giá hàng chục triệu đồng không tự sinh ra doanh thu; nếu không chạy công cụ kéo lượt truy cập mạng (Search Engine, Ads), nó chỉ là một căn tiệm vắng ngắt giữa ốc đảo."
2,Chương 3. Marketing Điện tử,3,1,Inbound Marketing (Tiếp thị Kéo) được sinh ra với mục tiêu cốt lõi gì?,Ép người dùng mở xem những banner nháy chớp chớp đều mỗi ngày,Hướng dẫn người dùng mua qua gọi điện chèo kéo thường xuyên liên,Dùng giá trị hữu ích trong bài viết lôi kéo khách đến thương hiệu,Đẩy thông tin liên tục trên các khung giờ phim kịch cao điểm nhất,C,Dùng giá trị hữu ích trong bài viết lôi kéo khách đến thương hiệu,"Đáp án chính xác là C. Không dồn ép bán hàng; Marketing Kéo lấy tài liệu, video học thuật thủ thuật (content hữu ích) làm thỏi nam châm khổng lồ cuốn trôi người truy cập vào phễu quy đổi tự nguyện của nhãn hàng."
3,Chương 3. Marketing Điện tử,3,1,Marketing qua công cụ tìm kiếm (SEM) bao gồm hai loại hình nào?,Inbound và Outbound Marketing,Tiếp thị liên kết và gửi email,Tối ưu hóa (SEO) và Trả tiền click (PPC),Sử dụng ảnh chế và video ngắn xu,C,Tối ưu hóa (SEO) và Trả tiền click (PPC),Đáp án chính xác là C. SEM (Search Engine Marketing) bao trùm toàn bộ hoạt động nắm lấy cửa ngõ mạng: gồm thủ thuật cày chay tự nhiên SEO (Search Engine Optimization) và bơm tiền mua vị trí PPC (Pay-Per-Click).
4,Chương 3. Marketing Điện tử,3,1,Tầm quan trọng của SEO hay Google Ads là đánh trúng tâm lý nào của khách hàng?,Ngay khi khách hàng rất cần tìm sự giải trí và thư giãn nhẹ,Trúng lúc khách hàng đã sẵn sàng tiền và phát sinh ý định mua,Khi khách hàng hoàn toàn mờ mịt chưa nghe đến tên thương hiệu,Lúc khách hàng rảnh rỗi xem tivi ban đêm nhưng không làm gì,B,Trúng lúc khách hàng đã sẵn sàng tiền và phát sinh ý định mua,"Đáp án chính xác là B. Khác hoàn toàn xem vô thức; một người gõ lệnh bài tìm kiếm Google sửa đường ống nước, nghĩa là nhu cầu cấp bách đã lên đỉnh điểm để chốt hạ đơn thanh toán."
5,Chương 3. Marketing Điện tử,3,1,Kết quả quảng cáo trả tiền (PPC) thường được đánh dấu trên trình duyệt bằng chữ gì?,Nhãn mác Được tài trợ nhỏ,Hiển thị Điểm đánh giá cao,Danh mục Các ý kiến khen,Phân loại Đã mua bảo hiểm,A,Nhãn mác Được tài trợ nhỏ,"Đáp án chính xác là A. Dù hãng có thiết kế giỏi tới đâu, Google và các nền tảng sẽ dán mác chữ đậm ""Sponsor"" / ""Được tài trợ"" để sòng phẳng báo cho khách hàng: Đây là kết quả bỏ tiền chạy chứ không tự lên tự nhiên."
6,Chương 3. Marketing Điện tử,3,1,Ba yếu tố quan trọng ảnh hưởng đến thứ hạng SEO tự nhiên của website là:,Số lượt bình chọn và đăng ký theo hệ,"Hệ từ khóa, nội dung hữu ích, liên kết",Giá tiền quảng cáo và vận hành hosting,Tính nổi bật của bảng màu trên trang,B,"Hệ từ khóa, nội dung hữu ích, liên kết","Đáp án chính xác là B. Thuật toán Google đo lường SEO dựa trên 3 trụ lớn nhất: Mật độ đan xen hợp lý từ khóa (Keywords), chiều sâu kiến thức hữu ích (Content), và sức mạnh ma trận dẫn link (Link Building)."
7,Chương 3. Marketing Điện tử,3,1,Liên kết chỉ vào web (Inbound Links) trong lý thuyết SEO được ví von như là khái niệm nào?,Phiếu bầu đáng giá từ các website uy tín khác tin tưởng,Mũi tên chỉ đường của bộ bản đồ điện tử hàng đầu chỉ tới,Hệ thống điểm báo của thiết bị vệ tinh đang quay trên quỹ,Dòng mã nguồn đóng mở tự động khóa chặn link giả mạo web,A,Phiếu bầu đáng giá từ các website uy tín khác tin tưởng,"Đáp án chính xác là A. Cứ một trang cực kỳ xịn (Như Báo Dân Trí) gắn link chạy về web bán hàng của bạn; Google sẽ hiểu báo lớn đang châm ngòi phiếu bầu vinh danh, từ đó đẩy vọt x2 thứ hạng vinh quang lên trên tháp."
8,Chương 3. Marketing Điện tử,3,1,"Trong quảng cáo Ads, yếu tố nào quyết định vị trí bài viết bên cạnh mức giá đấu thầu?",Lượt tải về hoàn chỉnh video trên app lưu trữ,Quá trình duyệt cấp phép từ cơ quan kinh doanh,Chỉ số Điểm chất lượng tối ưu của trải nghiệm,Số thập kỷ công ty tham gia sản xuất hàng hóa,C,Chỉ số Điểm chất lượng tối ưu của trải nghiệm,"Đáp án chính xác là C. Nền tảng không bao giờ bán rẻ người dùng - Dù bạn đấu thầu nhiều tiền nhưng nội dung lừa bịp hoặc load dởm, Điểm chất lượng (Quality Score) sụp đổ thì quảng cáo PPC của bạn cũng chìm vô dụng vào cát bụi."
9,Chương 3. Marketing Điện tử,3,1,Doanh nghiệp chuyên B2B và tuyển dụng nên ưu tiên loại nền tảng mạng xã hội nào?,Ứng dụng Instagram,Bảng tin Pinterest,Mạng lưới LinkedIn,Các video ngắn TikTok,C,Mạng lưới LinkedIn,"Đáp án chính xác là C. Bản đồ MXH định vị LinkedIn là sào huyệt quy tụ những hồ sơ nhân sư chuyên nghiệp, sếp lớn, cấp quản lý (Business Professionals) - miếng bánh đặc thù B2B lớn nhất."
10,Chương 3. Marketing Điện tử,3,1,Câu chuyện Khuyên nên tránh đưa máy xúc công nghiệp lên nhảy ở TikTok cho thấy bài học nào?,Hãy tập trung chạy quảng cáo báo giấy,Tránh lãng phí vì sai nền tảng tiếp cận,Không cần lập kênh truyền thông nữa,TikTok cấm giao dịch máy móc công nghiệp,B,Tránh lãng phí vì sai nền tảng tiếp cận,"Đáp án chính xác là B. Nền tảng sinh ra để múa hát phục vụ Gen Z rảnh rỗi không đem lại chốt đơn cho hãng lắp cần cẩu chục tỷ; chọn sai ""sân chơi nền tảng"" là thiêu đốt sinh mệnh ròng rã ngân sách Marketing."
